,CTRL_01112018,Ctrl_02072022,IBS.001,IBS.002,IBS.003,IBS.004,IBS.005,IBS.007,IBS.008,IBS.010,IBS.011,IBS.012,IBS.013,IBS.014,IBS.015,IBS.016,IBS.017,IBS.018,IBS.019,IBS.020,IBS.021,IBS.022,IBS.023,IBS.028,IBS.029,IBS.030,IBS.031,IBS.034,IBS.036,IBS.037,IBS.038,IBS.039,IBS.040_02262018,IBS.041,IBS.042,IBS.045,IBS.046,IBS.048,IBS.049,IBS.052,IBS.054,IBS.057,IBS.058,IBS.060,IBS.061,IBS.062,IBS.063,IBS.065,IBS.066,IBS.068,IBS.070,IBS.071,IBS.072,IBS.073,IBS.075,IBS.076,IBS.077,IBS.078,IBS.079,IBS.080
Dorea_longicatena,0,0,0.112570011257001,0,0.818780081878008,1.91295980870402,1.88044943586517,0.236119952776009,0.25278,0.00732,0.1856,1.26652012665201,1.49433955169813,5.44004727997636,1.38093958571812,0.612360061236006,0.280789971921003,3.08848938230212,0.459560091912018,0,0.124129987587001,0.91726944963833,0,1.41755014175501,1.35418945832422,0.408259836696065,0.787479921252008,0.0364,0.105920010592001,1.18968928618643,0,0.299750059950012,0,5.78794594843784,0.122019975596005,0.429589957041004,0.254299974570003,0,0.547399781040088,0.47888976055512,0,0.500680050068005,2.21179154825408,0.000489999951000005,0.317340063468013,0.677599661200169,0.00368999889300033,0,0.385330038533004,3.65452073090415,0.162690032538007,0.471779952822005,1.16735,7.36891,0.212789978721002,0.00962999807400038,0.0664300132860026,2.78681027868103,0.615840123168025,0
Dorea_sp_CAG_317,0,0,0,0,0,0,0,0,0,0,0.2759,0.099350009935001,0,0,0,0.0323900032390003,0,0.000929999814000037,0,0,0,0.097219941668035,0,0,0,0,0,0,0,0,0.537560053756005,0,0.0279499916150025,0.0198899860770097,0.289039942192012,0,0.000839999916000008,0.270099864950067,0.00357999856800057,0,0,0,0,0,0.351340070268014,0,0.156579953026014,0,0.0221800022180002,1.45681029136206,0,0,0,0,0,0,0,0,0,0.0312500062500013
Dorea_sp_D27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000700000070000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eisenbergiella_massiliensis,0,0,0.0388800038880004,0,0,0,0.00230999930700021,0,0,0,0,0.0149100014910001,0,0,0,0.00259000025900003,0,0,0,0.133980013398001,0,0.0122199926680044,0,0,0.0222399911040036,0,0.00400999959900004,0,0,0,0.0348500034850003,0,0.0524299842710047,0,0.106729978654004,0.00707999929200007,0,0.0075899962050019,0.183549926580029,0.0234899882550059,0,0,0.010300007210005,0.0710799928920007,0,0.126909936545032,0.00289999913000026,0.0350000105000031,0,0.116670023334005,0.0575200115040023,0.0694699930530007,0,0.16319,0,0.0235199952960009,0,0.000140000014000001,0,0.0310900062180012
Eisenbergiella_tayi,0,0,0,0.00420999831600067,0,0,0.000789999763000071,0.106299978740004,0,0.0086,0.00043,0.000480000048000005,0,0,0,0.0357900035790004,0.00657999934200006,0.0178199964360007,0,0.00333000033300003,0,0,0.01305,0,0.000349999860000056,0.00195999921600031,0.127819987218001,0,0,0,0,0,0,0,0.0736899852620029,0.00182999981700002,0,0,0.0114599954160018,0.00662999668500166,0.0117699964690011,0.0188200018820002,0,0.00266999973300003,0.0109300021860004,0.0124199937900031,0,0.394570118371035,0.00640000064000006,0.114380022876005,0.00076000015200003,0.0117799988220001,0,0,0,0,0,0,0,0
Faecalicatena_orotica,0,0,0,0.0197199921120032,0,0,0,0,0,0,0,0,0,0,0,0,0.000639999936000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusicatenibacter_saccharivorans,0,0.0566400169920051,0.0822700082270008,1.43904942438023,0.402240040224004,0.572389942761006,1.54663953600814,0.104539979092004,0.31666,0.07255,1.33726,1.99683019968302,0.459259862222041,0.0852699573650213,0.488919853324044,0.000170000017000002,0.837159916284008,0.678999864200027,1.57663031532606,3.37122033712203,0.745429925457007,1.19084928549043,0,1.33476013347601,0.0203699918520033,1.66098933560427,1.26305987369401,0.52134,0.286700028670003,5.41176675293995,0.177150017715002,0.305390061078012,0.0502599849220045,2.37624833662616,1.56442968711406,0.821139917886008,0.266399973360003,0.987379506310247,0.00233999906400037,1.81801909099045,0.00116999964900011,0.349580034958003,0.413060289142202,0.00229999977000002,1.25981025196205,0.687879656060172,2.64570920628724,0.661440198432059,1.88782018878202,0.882380176476036,0.135930027186005,0.529529947047005,0.17499,4.36209,0.922739907726009,0.24148995170201,0.141410028282006,3.72093037209304,0.0894000178800036,0
Clostridium_aldenense,0,0,0,0.000569999772000091,0,0,0,0.00458999908200018,0,0,0,0,0,0,0,0,0.00159999984000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345999930800014,0.000259999974000003,0,0,0,0.00710999644500178,0.0089199973240008,0,0,0.150029984997002,0,0,0,0.00410000123000037,0,0.00556000111200022,0.000940000188000037,0.0099599990040001,0,0.04042,0,0,0,0,0,0.00675000135000027
Clostridium_asparagiforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00543999891200022,0,0,0,0,0,0,0,0.012739994904002,0,0,0,0,0,0,0,0,0.0144999971000006,0,0,0,0.00302999878800049,0,0.0492799852160044,0,0,0.117359988264001,0,0,0,0,0.0230000023000002,0,0,0,0,0.48313,0,0,0,0,0,0
Clostridium_bolteae,0,0,0.00404000040400004,0.442409823036071,0,0.00111999988800001,0.0178799946360016,0.0112599977480005,0,0.48309,0,0.0410600041060004,0,0,0,0.00818000081800008,0,0.00690999861800028,0.000210000042000008,0.0107000010700001,0,0.0182699890380066,0,0,0.0163399934640026,0.0449999820000072,0.00332999966700003,0.00133,0,0,0.00745000074500007,0.000400000080000016,0,0,0.0301999939600012,0.0190099980990002,0.00278999972100003,0.00614999692500154,0.116359953456019,0.0096099951950024,0.696409791077063,0.0205400020540002,0.155190108633076,0.167209983279002,0.0025100005020001,0.00693999653000173,0.0148499955450013,2.38318071495421,0.117470011747001,0.0415100083020017,0.0379900075980015,0.0167699983230002,0.00448,1.53242,0.00291999970800003,0.0326499934700013,0,0.0108600010860001,0,0.611100122220025
Clostridium_citroniae,0,0,0,0,0,0.00226999977300002,0,0.0196499960700008,0,0,0,0.00626000062600006,0,0,0,0.00438000043800004,0,0.0310799937840012,0.00414000082800016,0,0,0.00246999851800089,0.03953,0,0,0.0112199955120018,0.00300999969900003,0,0,0,0.0158300015830002,0,0.0033699989890003,0.0052999962900026,0,0.0103599989640001,0,0.000819999590000205,0.0478799808480077,0.00467999766000117,0.0617699814690056,0.00838000083800008,0.0235100164570115,0.0387299961270004,0.00897000179400036,0,0,0.0605800181740054,0.0674500067450007,0.0323600064720013,0.0300500060100012,0.0110499988950001,0.00597,0.12979,0,0.00328999934200013,0,0.00104000010400001,0,0.0516600103320021
Clostridium_clostridioforme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102500010250001,0,0.0602899879420024,0,0,0,0,0,0,0.0596699761320096,0.00764999694000122,0.0272399972760003,0,0,0,0.0134400013440001,0,0.277969916609025,0,0,0.0178099982190002,0.00731999926800007,0.00463999768000116,0.093529962588015,0.0334399832800084,0.232839930148021,0,0.00526000368200258,0.106079989392001,0.0075300015060003,0,0,0.0175500052650016,0,0.165730033146007,0,0,0,0.35236,0,0.0209999958000008,0,0,0,0.171910034382007
Clostridium_hylemonae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430400043040004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099999980000004,0,0,0,0,0,0.00473999857800043,0,0,0.00160999983900002,0,0,0,0.000520000156000047,0,0,0.00648000129600026,0,0,0,0,0,0,0,0,0
Clostridium_lavalense,0,0,0,0.00532999786800085,0,0,0,0.00858999828200034,0,0,0,0,0,0,0,0.00251000025100003,0,0.000729999854000029,0,0,0,0,0,0,0,0,0,0,0,0,0.0149300014930001,0,0.0476199857140043,0.00298999790700147,0.0621099875780025,0.0276899972310003,0.00439999956000004,0,0.00366999853200059,0.00629999685000157,0.00743999776800067,0.0564100056410006,0.0631200441840309,0.0390199960980004,0,0.00734999632500184,0,0.352780105834032,0.00926000092600009,0.0313400062680013,0,0.0253199974680003,0.00253,0.05296,0,0.00024999995000001,0,0.00416000041600004,0,0.0174800034960007
Clostridium_saccharolyticum,0,0,0,0.136719945312022,0,0,0,0,0,0,0,0,0,0,0,0.0692900069290007,0,0.00130999973800005,0,0,0,0.00714999571000257,0,0,0,0,0,0,0,0,0,0,0.0471399858580042,0,0.0398499920300016,0,0,0,0,0,0,0,0,0.111879988812001,0.00585000117000023,0,0.0152599954220014,0,0,0,0,0,0,0.06836,0.0132799986720001,0.0356399928720014,0.0174100034820007,0,0,0.0936700187340038
Clostridium_scindens,0,0,0,0.0361899855240058,0,0,0.000919999724000083,0,0,0,0,0.00099000009900001,0,0,0,0,0,0,0,0.0270300027030003,0,0,0.01763,0,0,0.00784999686000126,0,0,0,0,0.0120400012040001,0,0,0,0,0,0,0.00223999888000056,0.00646999741200103,0,0.00869999739000078,0,0.0016400011480008,0.000219999978000002,0,0,0,0.0696200208860063,0,0.000470000094000019,0.00706000141200028,0,0,0.03303,0,0,0,0,0,0
Clostridium_symbiosum,0,0,0,0.00255999897600041,0,0,0.00181999945400016,0.116229976754005,0,0.07205,0,0.0195200019520002,0,0,0,0.00817000081700008,0,0.0099699980060004,0,0,0,0.00596999641800215,0,0,0.00731999707200117,0,0.0199199980080002,0,0,0.00514999691000185,1.01477010147701,0,0.0341199897640031,0,0.00198999960200008,0.0166499983350002,0.00519999948000005,0,0.0191899923240031,0.0596599701700149,0.175009947497016,0.0156700015670002,0,0.0252499974750003,0.00346000069200014,0.0115799942100029,0.00642999807100058,0.162780048834015,0.0416600041660004,0.146560029312006,0.0360600072120014,0.0243899975610002,0,0.06685,0.00504999949500005,0.00212999957400008,0,0,0,0.0366600073320015
Lachnoclostridium_sp_An118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556999944300006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lachnoclostridium_sp_An131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000539999946000005,0,0,0,0,0,0,0,0.0167899966420007,0,0,0,0,0,0,0,0,0.0690399930960007,0,0.0127099936450032,0,0.000990000297000089,0,0,0,0.127849987215001,0,0,0,0,0,0,0,0
Lachnoclostridium_sp_An138,0,0,0,0,0,0,0.00119999964000011,0,0,0,0,0.00123000012300001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123139975372005,0.00300999969900003,0,0.000449999775000112,0,0,0,0,0,0.0101399989860001,0,0,0,0,0,0,0,0.0117699988230001,0,0,0,0,0,0,0,0
Eubacterium_rectale,1.26522974695405,0.099840029952009,0.00647000064700007,0.049829980068008,0.00144000014400001,20.6394379360562,0.432759870172039,0.00665999866800027,1.18724,0.19753,1.90601,8.21270082127008,0.00966999709900087,7.27982636008682,0.010949996715001,0.0183600018360002,0.150489984951002,0.815309836938033,2.3863004772601,0.334820033482003,0.0433399956660004,0.0856399486160308,1.03226,0.096490009649001,0,0.405799837680065,1.36606986339301,8.50759,1.99052019905202,2.48635850818489,0.00500000050000005,2.88275057655012,0.416739874978037,0.823699423410404,0.00648999870200026,0.148319985168001,1.27927987207201,0.885739557130221,17.2666030933588,2.08112895943552,3.59511892146432,0.931010093101009,4.66904326833029,1.39981986001801,5.28328105665621,0.169719915140042,1.32021960393412,0,0.108620010862001,3.80926076185215,0.263070052614011,0.147989985201001,5.09571,0.01305,0.000269999973000003,0.601219879756024,0.398380079676016,4.16786041678604,1.18082023616405,0.00026000005200001
Lachnospira_pectinoschiza,0,0,0,0.12383995046402,0,0,0,0,0,0,0.00532,0.0825100082510008,0.0898399730480081,0.00810999594500203,0.0178799946360016,0,0,0.100619979876004,0,0,0,0.0953399427960343,0,0.0188300018830002,0,0,0.0456699954330005,0.0737,0.0337600033760003,0,0,1.41718028343606,0.0326899901930029,0.524899632570257,0,0.0865099913490009,0.0853199914680008,0.0121999939000031,0,0.817679591160204,0.231369930589021,0,0,0.537959946204005,0,0,0.0143699956890013,0,0,0,0.0265400053080011,0.00616999938300006,0.91901,0,0.283419971658003,0,0.318730063746013,0.430670043067004,0.169560033912007,0
Murimonas_intestini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000460000046000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oribacterium_parvum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000640000064000007,0,0,0,0,0.00606,0,0,0,0,0,0.00101000020200004
Oribacterium_sinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00388999727700191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104600010460001,0,0,0,0,0.01118,0,0,0,0.00156000015600002,0,0.00211000042200008
Roseburia_faecis,1.15206976958605,0,0.146180014618001,1.75603929758428,0,1.07528989247101,0.269279919216024,0,0.20022,0.02763,0.03493,0.000570000057000006,4.26466872059938,1.12160943919528,1.35872959238112,4.44070044407004,1.26697987330201,0.00292999941400012,0.0026000005200001,0.379220037922004,0.000359999964000004,8.98934460639324,0.337,7.89574078957408,0.000459999816000074,15.4261238295505,1.57648984235102,0.04588,0,0.102519938488037,0.260180026018003,1.28259025651805,0.0253099924070023,0.0738899482770362,0,4.30364956963504,0,0,0.0153499938600025,0.178119910940045,0.00538999838300048,0,0.00420000294000206,0.859349914065008,0.0050100010020002,0,0.00613999815800055,0,0,0,0,0.158739984126002,0,0,0.634819936518006,0,0,5.87684058768406,2.69832053966411,0
Roseburia_hominis,0.158259968348006,1.49912044973614,0.00752000075200007,0.0643299742680103,0.00798000079800008,0.0342699965730003,0.0845499746350076,0.0156799968640006,2.04676,0.01507,0.02219,0.0723900072390007,0.228339931498021,0.0003999998000001,2.88154913553526,0.000750000075000008,0.0932099906790009,1.02717979456404,1.01366020273204,0,0,0.211769872938076,0,6.47450064745007,0.0087799964880014,0.25193989922404,0.118049988195001,0.05625,0.0271200027120003,0,0.450600045060004,0.217830043566009,0.0562399831280051,0.00557999609400273,3.29003934199213,0.0849799915020008,0.262449973755003,0.205019897490051,0.18507992596803,0.564059717970141,0.000319999904000029,0.471100047110005,0.0159100111370078,3.93990960600904,0.101000020200004,1.02826948586526,0,0,0.337670033767003,10.4245520849104,0.00360000072000014,0.0636799936320006,2.23678,0.00567,1.49395985060401,0,0.315750063150013,3.51226035122604,0.0306300061260012,0
Roseburia_intestinalis,0,0,0.195830019583002,0.00969999612000155,0.301080030108003,0,0.11165996650201,0,0.24752,0,0.46234,1.12667011266701,0.120089963973011,0.226449886775057,0.0273499917950025,0.000610000061000006,2.70646972935303,0.74876985024603,0,0.619700061970006,1.57064984293502,0.279389832366101,0.00177,1.12457011245701,0.226189909524036,0,0.107949989205001,0,0.162520016252002,0.0636099618340229,11.3611511361151,0.0121900024380005,0.0695899791230063,0.0385499730150189,0,0.0676199932380007,0,0.367389816305092,0,0.0449699775150112,0,0,0,1.12326988767301,0,0.126369936815032,0.436539869038039,0.391270117381035,0.0445600044560004,0,0.075040015008003,0,0,0,0.00331999966800003,0.0319799936040013,0.0826800165360033,0.00179000017900002,0.00893000178600036,0
Roseburia_inulinivorans,0,0,0,0,0.00765000076500008,0,0.0715699785290064,0,0.09482,0.19311,0.06818,0.516580051658005,1.00357969892609,0.690469654765173,0.0904299728710081,1.35450013545001,0.0624299937570006,0,0.0685800137160027,0.0764500076450008,0.00576999942300006,0.52714968371019,0.01821,0.183100018310002,0,1.74738930104428,0.536569946343005,1.11866,0.0374200037420004,0,0.000450000045000004,1.53613030722606,0.00833999749800075,0.177889875477087,0.533639893272021,0.0153499984650002,0.0721699927830007,0.0611199694400153,0,0.221059889470055,0.44625986612204,0.181590018159002,0.00458000320600224,0,0,0.806169596915202,0,0.399930119979036,1.09206010920601,12.0730924146185,0.0193600038720008,0.113179988682001,3.9538,0.03986,0.535549946445005,0,0.0303700060740012,0.696920069692007,0.204430040886008,0
Roseburia_sp_CAG_182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123249963025011,0,0,0,0,0,0,0,0,0.151320015132002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371300037130004,0,0,0.212440042488008,0.309869845065077,0,0.304870091461027,0.0213500021350002,0,0,0,0.14657,0,0.0411199958880004,0,0,0.308270030827003,0,0
Roseburia_sp_CAG_303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236100023610002,0,0,0,0.0157700015770002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133300026660005,0,0,0
Roseburia_sp_CAG_309,0,0,0,0,0,0,0.00314999905500028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102999989700001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522,0,0,0,0,0.0489800048980005,0,0
Roseburia_sp_CAG_471,0,0,0,0,0,0.00136999986300001,0.00256999922900023,0,0,0.00467,0,0.000790000079000008,0.000519999844000047,0.0186399906800047,0,0,0,0,0.000130000026000005,0,0,0,0,0,0.000399999840000064,0.0208899916440033,0,0,0,0,0,0.203850040770008,0,0.000369999741000181,0,0,0,0,0,0,0,0,0,0,0.00024000004800001,0.000419999790000105,0.000499999850000045,0,0.583910058391006,0.00549000109800022,0,0,0,0,0,0,0,0.000210000021000002,0,0
Sellimonas_intestinalis,0,0,0,0.0900499639800144,0,0,0,0,0,0,0,0.000510000051000005,0,0,0,0.00173000017300002,0,0.000209999958000008,0,0.0347800034780003,0,0,0.08786,0,0.0012699994920002,0,0,0,0,0,0.0186600018660002,0,0,0,0.225699954860009,0.0422299957770004,0,0.059839970080015,0,0,0.0564499830650051,0,0,0.0545399945460005,0,0,0.0044499986650004,0.270320081096024,0,0.00292000058400012,0.0024800004960001,0,0,0,0,0.00603999879200024,0,0,0,0
Tyzzerella_nexilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00692999930700007,0,0,0,0,0,0,0,0,0,0,0,0,0.285479828712103,0.00549000054900005,0,0,0,0,0,0,0,0,0,0.0127899961630012,0,0,0,0,0,0.0316099905170028,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscillibacter_sp_57_20,0,0,0,0.355459857816057,0.0497900049790005,0.0726799927320007,0.194399941680018,0.450109909978018,0.22529,0.54016,0.03773,0,0.823849752845074,0.15818992090504,0,0,0.0508499949150005,0,0.600850120170024,0.371740037174004,0.0498599950140005,0,0.419,0.0456100045610005,0,0,0.157489984251002,0,0.0620000062000006,0,0,0,0,0,0.231789953642009,0.854269914573008,0.373169962683004,0,0,0.658179670910164,0,0.852690085269009,0.000210000147000103,1.23085987691401,0.0916500183300036,0.228989885505057,0,0,0.0698300069830007,0,0,2.05792979420702,0.3377,0.00135,1.03574989642501,0,3.05832061166412,1.35447013544701,0.432430086486017,0
Oscillibacter_sp_CAG_241,0,0.167190050157015,0,0.427439829024068,0,0,0.00542999837100049,0.00350999929800014,0.00038,1.65505,0.62141,0,0.0179999946000016,0.00649999675000163,1.49115955265213,0,0,0,0,0,0.0160099983990002,0,0.007,0.0433900043390004,0.0635699745720102,0,0.220479977952002,0,0.00340000034000003,0,1.10264011026401,0.0579200115840023,0,0,0.369709926058015,0.00877999912200009,0,0.12126993936503,0.00256999897200041,2.72155863922068,0.000349999895000032,1.33191013319101,0,0.413539958646004,0,0,0,0,0.00373000037300004,0,0,12.0493787950621,0.0212,0.00976,0.00101999989800001,0,0.560140112028022,1.44161014416101,0.00540000108000022,0
Oscillibacter_sp_PC13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000289999855000072,0,0,0,0,0,0,0,0,0,0,0,0.000410000041000004,0,0
Intestinibacter_bartlettii,0,0,0,0,0,0.0551899944810006,0.00572999828100052,0,0,0.01642,0.08081,0,0,0.0435399782300109,0,0,0.0114399988560001,0,0.0182900036580007,0,0,0,0,0.115480011548001,0,0.0292999882800047,0,0,0,0,0.00410000041000004,0,0.0138799958360013,0.00451999683600221,0,0.0224099977590002,0,0,0,0.00744999627500186,0.0179799946060016,0,0,0,0,0,0,0,0,0,0.00461000092200018,0.104499989550001,0,0,0,0,0,0,0,0
Clostridium_hiranonis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259999922000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peptostreptococcus_stomatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197000137900097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romboutsia_ilealis,0,0,0,0,0.00248000024800002,0,0.000299999910000027,0,0,0.01298,0,0,0,0.222109888945056,0.00044999986500004,0,0,0,0.00158000031600006,0,0,0,0,0.00522000052200005,0,0,0,0,0,0,0,0,0,0.00639999552000314,0,0,0,0,0,0.00243999878000061,0,0,0.0119500083650059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agathobaculum_butyriciproducens,0,0,0.884370088437009,0.0721199711520115,0.0251800025180003,0.429259957074004,0.160389951883014,0.00142999971400006,0.03226,0.00363,0,0,0.0822899753130074,0.907519546240227,0.152459954262014,0.255790025579003,3.82689961731004,0,0.24200004840001,0,0.385379961462004,0.615719630568222,0,0.611080061108006,0.0463199814720074,0.245479901808039,0.478699952130005,0.41985,0.0219100021910002,0.265919840448096,0,0.0669000133800027,0.000719999784000065,0.305019786486149,0.0562499887500023,0.0709799929020007,0.193939980606002,0.447539776230112,0.384929846028062,0.182009908995045,0,0.0525500052550005,1.82611127827789,0,0.26211005242201,0.726099636950182,0.574959827512052,0,1.56319015631902,0.674240134848027,0,0.0244699975530002,0.3253,0,0.260819973918003,0.0107999978400004,0.0319200063840013,0.360950036095004,0.147720029544006,0.271750054350011
Anaerofilum_sp_An201,0,0,0.00146000014600001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000260000026000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212399957520008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaeromassilibacillus_sp_An172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130059973988005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anaeromassilibacillus_sp_An250,0,0,0,0.130019947992021,0,0,0,0,0.02457,0.12774,0.08317,0.00095000009500001,0.0415899875230037,0,0.139279958216013,0,0,0,0.00489000097800019,0,0,0.0421499747100152,0.0055,0.0402300040230004,0.0115799953680019,0.0170899931640027,0,0.02666,0,0,0.00835000083500008,0.00959000191800038,0,0,0.0574099885180023,0.0892599910740009,0.0101899989810001,0,0,0.0377799811100094,0,0.0308700030870003,0,0.248509975149002,0,0.00380999809500095,0.000129999961000012,0.277470083241025,0,0.0265400053080011,0,0.096629990337001,0,0,0.00682999931700007,0.00278999944200011,0,0,0.00676000135200027,0
Anaerotruncus_colihominis,0,0,0.00776000077600008,0.201499919400032,0,0,0.0470599858820042,2.22691955461609,0,0,0,0.0436300043630004,0.103859968842009,0,0,0.00860000086000009,0.391309960869004,0.0310899937820012,0.0050200010040002,0.0226900022690002,0,0.0376599774040136,0.02603,0,0.0406499837400065,0,0.221069977893002,0.00012,0,0,0.0441600044160004,0.00699000139800028,0.0209199937240019,0,0,0.0459299954070005,0.00115999988400001,0.0245599877200061,0.00646999741200103,0.023859988070006,0.510189846943046,0.0516500051650005,0.00992000694400486,0.0433299956670004,0.131300026260005,0.0405299797350101,0,0.316630094989028,0.0501300050130005,0.192570038514008,0.124310024862005,0.00831999916800008,0.01251,0.00435,0.0103699989630001,0.0419699916060017,0.00391000078200016,0.00278000027800003,0,0
Anaerotruncus_sp_CAG_528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153899923050038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faecalibacterium_prausnitzii,1.97802960439408,1.83449055034717,1.16368011636801,5.10594795762082,1.21475012147501,7.54914924508508,0.628379811486057,0.386899922620015,4.79496,0.54686,1.86161,6.60834066083407,1.29372961188112,4.92877753561123,1.52508954247314,1.08143010814301,2.84093971590603,1.23168975366205,4.9907709981542,0.538730053873005,4.53300954669904,2.57090845745493,0.09712,5.14958051495805,0.024829990068004,1.91948923220431,6.32899936710006,2.38483,3.54232035423204,2.13675871794477,0.590450059045006,3.65492073098415,0,1.24296912992161,2.37102952579409,4.56891954310805,4.65252953474705,1.86009906995046,0.429649828140069,5.82709708645146,0.010709996787001,0.793720079372008,2.21006154704308,2.42596975740302,1.65930033186007,3.83981808009096,0.0104099968770009,0,6.51926065192607,0.00291000058200012,0.305030061006012,0.904989909501009,6.13965,5.13967,1.41682985831701,0.224649955070009,14.3108428621686,4.62479046247905,2.3763304752661,0.873830174766035
Flavonifractor_plautii,0.960999807800038,0,0.420470042047004,0.456569817372073,0.0193200019320002,0.113999988600001,0.0288299913510026,4.73943905211219,0.06665,0.01288,0.10396,0.112920011292001,0.0126399962080011,0,0.0127499961750011,0.0809500080950008,0.534819946518005,0.0146099970780006,0.0544500108900022,0.197260019726002,0,0.122069926758044,0.07666,0.00643000064300006,0.166349933460027,0.120749951700019,0.208489979151002,0.12488,0.0389000038900004,0.0391099765340141,0.288930028893003,0.0457900091580018,0.22659993202002,0.0313999780200154,0.0845799830840034,0.0731199926880007,0.0438899956110004,0.126099936950032,1.2241895103242,0.116879941560029,4.26207872137638,0.313000031300003,0.0934400654080458,0.162989983701002,0.347980069596014,0.289209855395072,2.91924912422526,1.0788603236581,0.0223400022340002,1.78252035650407,0.937380187476037,0.224669977533002,0.18482,0.47,0.121869987813001,1.21591975681605,0.0145800029160006,0.00572000057200006,0.00151000030200006,0.481180096236019
Flavonifractor_sp_An10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106999978600004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385999961400004,0,0,0,0,0
Flavonifractor_sp_An100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290499941900012,0,0,0,0,0,0,0,0,0.00344999965500003,0,0,0,0,0,0,0,0,0,0,0,0,0.00131000026200005,0,0,0
